title,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2
873 3,6.7,4.32,3868,13.13,263.88,17.97,8.05,11013.5,275,10260.3603767434,11199.9749199751
873 4,6.1,4.08,1890,14.84,368.94,15.33,7.97,17963.2,268,21295.3348994662,4967.69776037489
873 5,6.1,4.17,1948,4.69,94.88,16.2,8.66,18496.5,285,15259.6920636751,4277.7349941513
873 6,6.7,4.16,5414,11.35,139.81,17.28,7.74,9145.6,177,3722.42327241819,13015.683271137
873 7,6.7,4.49,4583,12.45,359.06,14.6,8.76,11276.2,189,16293.3517620865,12172.008439185
873 8,9.4,4.65,8579,0,0,21.32,6.56,2197.8,76,0,20469.7129328948
873 9,7,3.55,5027,14.72,142.38,20.59,9.52,14368.3,234,13594.3933788662,12840.5825281199
874 1,6.1,3.29,4797,16.99,193.69,22.96,11.41,8164.4,131,3222.21144130942,1454.21387150179
874 10,5.9,3.75,1887,17.81,274.44,22.96,10.01,16702.9,231,20707.9918441157,4017.36524325158
874 11,11.1,4.74,1758,13.7,117.56,22.96,12.7,17182.9,238,21374.0412079355,1543.65292183057
874 12,16.3,5.94,6522,0,0,21.6,13.56,12902.8,200,14270.9597427791,850.793987805693
874 2,15.7,4.13,2280,19.93,70.5,24.26,13.26,19489.8,286,21116.282030674,8110.03881447835
874 3,9.7,4.38,7158,17.97,44.31,17.97,6.8,5101.2,156,3664.97368702217,20313.9817165279
874 4,7.8,4.1,3276,12.18,342.12,18.13,10.39,10388.9,135,8177.40831512008,6754.69825023527
874 5,16.3,5.43,4214,17.54,325.88,22.96,13.59,12702.2,183,17115.171511118,0
874 6,6.5,4.07,1971,13.28,162.94,20.12,10.09,17337.1,215,20704.8588098208,5619.48815327521
874 7,9.7,4.39,7393,8.99,53.38,17.97,7.21,4621.7,125,274.571716905317,19684.6757861895
874 8,5.9,3.55,3191,14.99,275.06,21.46,10.97,18555.3,271,22070.3630175543,8562.11680790005
874 9,7.8,4.11,2559,24.15,271.62,24.26,12.71,19553.1,282,23308.5733852971,8852.08928698314
875 1,6.8,4.39,6069,0,0,21.13,9.14,3284,70,0,5613.85152282845
875 10,14.1,5.38,7992,0,0,14.66,7.84,1602.2,29,0,394.689662373967
875 11,13.2,4.58,6936,7.36,107.31,26.36,9.46,5715.6,101,2473.9324250049,5982.24528412686
875 12,8.3,4.63,8451,0,0,19.53,8.96,1933,50,0,2310.04059741288
875 2,7,4.73,4799,0,0,17.02,8.88,4889.3,95,0,8316.67874614663
875 3,14.1,5.51,6605,0,0,20.05,10.07,2596.3,48,0,1168.56279290997
875 4,7,4.91,6914,13.13,17.38,16.21,7.86,2022.6,54,0,7513.01310363961
875 5,14.1,4.89,9698,0,0,14.66,9.06,1231.1,16,0,3100.90094408489
875 6,16.3,5.41,9275,6.71,31.94,15.43,7.11,2854.7,90,442.708445646138,492.136099452931
875 7,6.9,5.03,6596,19.53,39.88,19.53,8.51,3440,74,0,4041.42385837331
875 8,7.8,3.91,6504,12.18,131.25,21.82,9.9,5085.2,102,2596.26891812791,1475.64518761324
875 9,16.3,4.94,8192,11.88,9.31,26.36,10.38,4482.4,90,697.318125423451,4341.72587725145
876 1,8.3,5.17,8241,14.62,66.5,15.4,8.73,2175.5,53,0,2494.85373164241
876 10,7.1,4.71,8564,0,0,18.8,9.26,4952.7,105,0,7743.82808458021
876 11,9,5.3,11445,0,0,18.8,6.8,1653.9,61,0,8121.44503171363
876 12,7.8,5.21,9816,15.09,2,23.35,7.38,3284.9,91,0,11918.0172019043
876 2,8.3,4.53,8201,14.32,208.75,18.8,9.35,5308.5,98,0,4718.44919411925
876 3,11.4,4.58,5025,0,0,13.7,7.2,2717,67,0,14107.8734329925
876 4,8.6,5.21,8006,0,0,20.05,8.58,2579.4,59,0,3218.99634763745
876 5,7.7,4.83,8224,15.76,210.38,24.39,8.84,3402.7,74,0,10385.301325267
876 6,6.5,4.87,9385,11.51,80.69,14.54,7.21,2946.7,74,0,13259.718399711
876 7,11.9,4.9,8422,6,18.88,15.09,7.31,3070.3,84,0,14292.2830303556
876 8,11.9,5.05,4516,0,0,14.77,7.45,3495,99,0,12444.55724075
876 9,9.7,4.59,8364,13.98,189.44,15.53,7.52,2461.9,64,0,18474.8450508858
877 1,42.3,18.06,562,12.7,6.44,50.12,17.1,25391.7,344,18806.075125721,0
877 10,11.2,8.9,253,23.97,400,27.08,15.91,27221.3,383,27286.7627280119,23.8859327441314
877 11,8.4,5.22,9506,13.36,22,15.2,5.93,3077.5,120,0,8695.25970678571
877 12,8.8,5.24,3848,27.08,394.88,27.38,13.85,15863.6,226,11847.7898957632,5043.38939730596
877 2,5.7,4.53,424,17.77,264,28.96,13.54,16231.1,227,8758.28569994222,1555.652148439
877 3,42.3,7.01,4643,8.79,141.69,24.25,10.53,8058.7,150,1621.62198196072,11550.9087927144
877 4,11.4,5.09,5339,5.62,13.5,23.72,7.73,4531.8,128,0,21152.8444851892
877 5,11.4,5.01,3991,0,0,14.57,7.15,3263.5,92,0,12619.1616085081
877 6,42.3,7.82,4810,0,0,22.45,11.27,9004.9,158,1605.84426471521,11912.9628591355
877 7,6.3,4.83,5940,8.5,22.06,19.14,7.21,4763.5,124,0,21568.4989712735
877 9,6.9,4.92,3671,14.37,99.75,28.96,9.93,7998,131,1944.64596275601,11559.244675468
878 10,6.1,4.39,2620,0,0,28.81,9.78,4706,98,1279.39731739846,10523.1977525227
878 11,3.5,2.5,111,0,0,25.69,13.27,20273.8,447,17230.2676163618,0
878 2,6.3,4.48,3328,19.42,233.75,33.96,10.32,13551.3,273,14734.469756025,8258.01798671133
878 3,6.2,4.37,1449,16.05,62.06,28.65,14.52,12161.5,176,9350.32373184562,5599.47446913336
878 7,3.5,3,188,31.45,335.31,33.96,12.23,24941.5,451,28164.8330595979,0
878 8,6.1,3.85,1316,17.2,246.38,28.65,15.35,18120.4,269,15907.9379027036,5198.6264039937
879 1,6.6,4.57,5446,11.87,274.06,18.94,6.97,4278.6,124,0,19854.0261198392
879 10,6.7,4.62,5758,16.21,398.81,18.94,7.38,5297.5,129,0,19954.0613620397
879 11,6.4,4.16,7061,14.5,61.19,15.28,6.45,3623.7,113,0,20748.3049752628
879 12,8.2,5.24,8788,10.74,177.56,11.79,5.43,1779.3,77,0,13998.7862501008
879 2,12.3,3.52,1724,16.5,252.19,28.72,12.34,14483.2,148,5541.95219860267,13.0498250003438
879 3,6.4,4.44,5803,7.74,109.81,15.24,6.87,2856.1,95,0,22301.0073198671
879 4,12.3,5.35,5973,0,0,28.72,10.77,11125.2,140,3516.41093367196,5510.69347547086
879 5,6.6,4.45,5642,12.13,4.81,15.24,6.83,2862.8,88,0,22365.0939371129
879 6,7.5,5.34,10185,17.08,265.69,17.08,6.69,2028.7,60,0,10858.8900746097
879 7,12.3,5.16,5398,0,0,28.72,10.93,9454.1,132,2060.22367844789,2269.09109449011
879 8,7.5,5.13,8657,0,0,11.98,4.78,582.4,36,0,16549.5746253465
879 9,8.1,5.06,7247,3.02,5.12,13.06,5.87,1132.8,53,0,17062.7452043073
880 1,17.9,5.97,3952,15.83,1.94,24.39,11.75,9663.3,131,6018.15653644076,2698.86559517557
880 10,11.3,5.18,3808,14,60.31,27.6,12.02,10110.2,153,6978.98849317372,4022.48824318618
880 11,6.5,5.07,6017,10.09,84.94,23.41,8.76,3748.7,95,1875.41876159346,10970.5218908636
880 12,7.6,5.35,4085,27.94,205.38,27.94,9.8,2295.7,58,170.026905019709,2915.33806285025
880 2,4,3.13,1412,13.35,279.75,15.34,8.79,5796.4,80,4932.3538821229,0
880 3,6.1,3.54,7862,6.72,48.38,15.34,8.22,6871.2,113,4217.56649156627,0
880 4,11.3,4.93,7449,2.93,1.19,34.05,11.58,8668.9,151,5877.29739732525,1441.79001521438
880 5,11.3,6.23,2473,18.39,217.75,23.85,11.97,10279.2,133,5380.35558471972,160.016101673304
880 6,17.9,6.14,3488,12.51,156.81,27.71,8.86,6304.7,97,7493.66750000336,262.226563104767
880 7,17.9,5.35,5429,19.59,371.31,24.39,10.74,8981.8,152,7608.36840863293,2475.20362993957
880 8,8.6,5.18,5374,9.27,103.75,14.09,7.48,3898.3,85,0,8998.06887809572
880 9,11.3,5.54,2968,0,0,24.62,9.74,6827.8,120,2440.08988652367,0
881 1,13.8,5.91,11531,11.1,215.88,14.57,8.25,3933.4,74,0,3915.82428397134
881 10,9.5,4.81,6594,0,0,29.92,16.42,8273.2,114,0,4923.65422320848
881 11,9.3,4.78,10767,0,0,29.92,15.84,7373.3,97,0,5931.86424746587
881 12,14.9,5.38,7506,11.61,8.5,15.48,7.45,4410.2,105,0,5858.44830207255
881 2,7.3,5,6833,7.82,207.94,27.17,8.58,5954.6,134,1007.04027092317,14564.240459443
881 3,9.5,5.35,8568,12.94,187,14.73,7.48,4406.1,93,386.512663241068,6828.93050306979
881 4,9.5,6.54,3780,16.14,116.38,29.78,12.63,5834.6,97,0,1316.78074620261
881 5,8.3,6.23,5074,0,0,26.42,9.66,3795.2,61,0,2321.85534324013
881 6,7.2,4.5,8387,0,0,29.92,13.07,5539.2,83,0,5387.74374335796
881 7,6.5,4.86,5253,23.44,101.31,34.05,10.62,7641.1,143,4034.92884908337,6984.67713932742
881 8,13.8,6.31,14759,0,0,29.72,10.32,3194.5,66,0,1741.04442708095
881 9,14.9,5.49,8761,8.67,22.94,18.71,8.11,5648.6,124,0,3238.34167171012
882 1,12.6,4.42,5340,0,0,13.58,7.49,5064.4,85,6294.82689872514,0
882 10,8.8,6.28,11872,0,0,9.22,4.77,630.6,28,2153.1188473606,0
882 11,9,4.39,10670,6.56,31.94,20.98,7.46,3291.7,103,0,2001.71239126835
882 12,7.9,7.25,7160,6.41,164.38,13.41,7.02,3906.5,70,6533.85575612454,0
882 2,7.9,6.84,11308,0,0,13.58,7.38,1233,37,342.026107547834,0
882 3,7.9,4.84,6791,15.9,234.38,16.77,10.7,6221.7,101,2404.30166750885,556.718344498931
882 4,13.8,6.36,8424,3.34,31.75,14.44,7.63,5265.4,83,2982.25520749786,0
882 5,7.8,5.72,8920,0,0,16.77,11.62,5618.7,87,2357.38977682535,370.116426500841
882 6,13.1,5.32,9921,4.360000000000001,16.5,20.57,8.64,4156.7,62,0,0
882 7,8.1,6.31,12328,0,0,20.57,12.04,2721.6,41,1171.47751519573,0
882 8,8.1,5.8,14064,0,0,20.98,8.82,1645.4,41,0,814.695318962532
882 9,7.9,6.94,10887,0,0,11.98,6.7,2644.4,42,2644.30048262803,0
883 1,6.2,4.37,2162,0,0,23.49,9.71,8223.4,135,8003.4218274075,5336.66857324132
883 10,9.3,4.04,10835,0,0,19.59,10.37,5610.6,95,1422.56499999505,831.206368844876
883 11,13.2,4.38,8001,0,0,20.28,11.02,4643.8,69,714.065212103713,0
883 12,9.3,4.49,9640,13.1,116.5,17.4,8.6,5078,103,461.900736203344,3404.81114718357
883 2,7.3,3.88,3326,13.14,5.25,23.49,11.42,8787.4,121,3902.30745796346,2169.36266731567
883 3,13.8,4.85,7105,0,0,14.44,8.28,2807.7,52,0,0
883 4,16.4,4.63,16118,0,0,14.44,5.53,1403.8,44,36.3298118218081,0
883 5,6.4,4.18,2740,16.47,160.25,23.49,10.07,9180.1,144,7820.37155701884,7874.63762594623
883 6,13.2,3.19,9738,0,0,14.68,7.82,4447.7,93,0,752.225374926372
883 7,7.5,4.72,14459,13.63,12.62,16.24,8.52,2850.7,66,0,598.005642717839
883 8,5.5,3.27,7065,8.970000000000002,36.62,17.34,7.71,6249.1,144,0,13246.4533022324
883 9,13.2,4.27,12231,0,0,10.91,6.98,304.8,12,0,0
884 1,10.5,3.85,1698,11.94,230.88,21.58,8.84,8965.4,130,3854.53800261426,151.316336872415
884 10,8.5,4.61,7761,16.65,2.75,18.38,10.68,6982.9,105,0,10756.4209839958
884 11,6.2,4.72,7821,17.62,0,17.62,9.03,4602,87,0,11127.2692930398
884 12,7.2,4.63,7451,8.44,5,22.81,8.49,3241,86,0,9504.40106541934
884 2,9.2,5.08,9297,0,0,20.77,7.44,1422.7,53,0,2211.33615912851
884 3,6.4,4.68,5837,10.81,49.44,17.62,8.71,5829.5,115,4216.5354715134,10488.6206701779
884 4,13.2,5.15,5944,9.4,74.94,13.61,7.45,7532.1,129,3954.16307071268,1522.85077079949
884 5,11,4.28,4267,14.71,273.75,19.45,8.25,8143.1,154,4019.47104795385,10606.0733422338
884 6,10.1,5.39,8365,5.66,14.56,17.93,6.13,1238.6,53,0,4780.2688872926
884 7,9.2,4.36,10832,20.28,17.19,20.77,8.61,2500.7,67,0,4805.27789066079
884 8,6.2,4.73,9086,0,0,17.62,9.3,3635.7,81,0,12500.97602271
884 9,8.9,4.22,3944,11.94,26.88,22.81,9.11,8799.1,139,4218.67431852523,3214.99258326329
885 1,8.1,4.55,6059,10.74,138.81,18.83,8.4,8161.7,145,3670.9001406529,10181.522770792
885 10,7.1,4.84,8011,0,0,20.12,6.79,1956,75,425.890968118212,16855.7755713791
885 11,7.1,4.62,6891,13.62,124.25,14.77,6.47,4155.9,104,0,18320.4641362179
885 12,7.2,5.18,7534,14.27,112.19,19.72,7.61,3268.4,84,1172.39933670114,19396.1971244992
885 2,7.5,5.7,4315,18.5,91.31,26.65,11.32,8707.6,107,2605.00856308013,4261.30108052374
885 3,8.1,4.77,6007,0,0,16.79,6.46,4435.8,108,2419.24659713508,13980.7723131379
885 4,7.3,4.29,4805,18.25,57.94,20.12,8.87,3158.6,59,1227.81827153254,9696.59535487932
885 5,8.1,5.11,4229,17.49,107.25,18.83,8.96,7832.5,131,5745.02817817731,10620.5936544269
885 6,7.4,5.05,7851,15.36,127.5,20.12,8.98,2917.2,60,18.8443682433572,16348.417963267
885 7,7.1,4.68,4439,17.47,77.25,20.12,8.82,3368.9,72,1356.66325223492,12679.6456902497
885 8,7.1,4.41,6561,0,0,16.47,7.11,4566.7,116,0,18978.5952543879
885 9,8.1,5.24,6810,7.99,133.19,16.79,5.89,3274.3,98,1904.65544492941,17063.8382149505
886 1,7.1,5.41,914,0,0,7.66,5,1826.3,40,0,1976.45206703235
886 10,9.3,4.39,5497,7.3,8.5,22.35,9.87,5017.1,104,0,12967.4349110244
886 11,8,5.99,1965,0,0,13.99,5.34,1762.9,39,0,5458.74472245615
886 2,7.2,4.93,2298,0,0,15.86,10.45,2431,47,481.710602380859,7309.92661595823
886 3,7.4,4.61,6468,9.81,6.31,18.15,7.41,2907.5,87,0,20851.7751117606
886 4,9.3,4.48,7370,11.65,104.31,18.15,8.14,2696.3,72,0,20270.65119042
886 5,16.3,5.29,1371,0,0,22.66,9.56,2368,66,685.214259501314,1888.67793107562
886 6,8.2,4.84,3171,0,0,21.19,9.03,3531.9,89,0,3351.87228247647
886 7,6,4.36,4259,0,0,22.35,9.23,6975.8,144,133.655907109322,4271.41708752427
886 8,9.3,4.72,7514,12.59,126.38,19.66,8.16,1784.2,69,0,23763.9286792718
886 9,7.6,5.03,6676,6.86,49.06,16.54,6.41,2952.2,123,0,22378.7716654959
887 1,7.6,4.3,3673,0,0,16.6,10.38,7298.4,119,2208.46531115615,3769.70214505856
887 10,8.2,5.43,4104,6.15,16,25.46,10.11,11331.3,237,6010.78484374129,133.355916105837
887 11,7,5.23,6664,18.71,264.69,20.22,10.1,6778.2,112,2882.28122382026,7144.96581016158
887 12,8.2,5.18,2076,0,0,19.93,14,1911.3,37,0,0
887 2,6.8,5.37,1805,0,0,12.96,5.24,222.9,16,0,3946.9917560154
887 3,8.2,4.19,5728,0,0,25.46,11.84,5943.4,125,676.400963280743,3102.94088880971
887 4,7.6,4.15,7887,0,0,8.970000000000002,5.32,632.9,19,0,52.4874194654985
887 5,16.3,4.58,1332,0,0,22.66,11.45,819.2,24,0,1101.50677265789
887 6,16.3,4.99,1917,0,0,22.66,9.49,2570.5,70,652.561822594143,1230.5666155949
887 7,20.8,5.33,8093,0,0,16.6,9.34,2302,48,489.988979557238,3645.59895907508
887 8,6.7,5.6,1971,16.27,165.94,20.22,10.49,7351.7,117,2900.63254068888,1896.34637984942
887 9,16.3,3.93,8841,0,0,22.66,9.52,1983.9,58,0,2623.09274289168
888 1,8.3,5.65,6104,17.98,281.12,18.16,8.2,5334,118,3408.97866021781,7758.04286828374
888 10,7.7,5.54,9154,11.46,58.44,28.04,8.45,6011.6,128,3495.9054428349,11395.2638835759
888 11,9.3,5.19,6660,9.04,52.94,14.8,6.46,5665.4,162,5895.96473609982,12496.7566341592
888 12,8.3,5.41,7021,8.03,55,20.29,7.57,3496.9,80,0,8742.24412178839
888 2,37.1,6.16,4822,6.81,138.38,26.22,5.88,3888.3,132,195.321387818316,10170.2470203734
888 3,3,1.99,1035,4.71,40.38,19.74,8.52,8960.6,184,15059.9488084753,8.40745969200907
888 4,6.7,5.57,2857,3.78,9.94,17.98,6.61,1983,84,1341.09814841358,3829.68704166991
888 5,7.5,4.49,2350,2.98,17.62,14.8,5.97,3430.6,104,0,3348.86379624431
888 6,11.6,5.62,4211,0,0,24.29,7.9,4574.1,108,0,7381.17539390976
888 7,11.6,5.6,11034,11.82,120.75,20.07,6.16,3657.8,134,0,15163.1719634481
888 8,5,2.15,280,0,0,20.85,7.42,5183.1,135,6220.80751765425,147.787874224479
888 9,8.4,5.19,6436,7.71,92.12,18.32,7.63,1910.5,49,0,6086.45010649503
889 10,2.2,2.2,31,15.13,367.38,21.08,9.88,27835,368,34630.5165013757,0
889 2,6.4,5.06,701,14.19,400,25.38,11.02,26467.1,445,33507.585018241,967.970060540363
889 3,9.3,2.97,475,6.31,6.44,17.4,9.33,25869.6,410,34356.0069861454,0
889 7,6,3.52,767,21.08,191.88,23.36,9.56,18383.6,247,23449.1626023297,889.104967136867
890 10,6.3,3.97,3094,9.27,237.62,15.95,5.84,12068.1,303,14246.4635890991,7040.95656113635
890 11,7.3,3.85,6805,15.91,124,23.97,8.75,5579.4,148,123.612136682961,19349.2756534134
890 12,6.3,3.59,9198,12.29,127.69,18.82,6.44,4701.8,143,4294.07844624488,19290.2498305364
890 3,6.7,3.55,8151,12.77,85.88,15.91,6.03,4849.8,141,0,23200.2052027258
890 4,6,4.39,1429,3.72,34.75,16.62,7.11,15133.7,356,13099.3780913135,3363.12743853196
890 6,1.9,1.73,309,13.42,111.69,21.09,8.47,16800.4,310,11851.7454965884,0
890 7,5.9,3.78,3007,19.47,193.75,21.65,10.99,7483.6,164,4560.93573924951,8140.30038167261
890 8,7.4,4.4,2813,0,0,21.09,6.43,3111.4,106,357.797145982215,9214.62788072761
890 9,6.7,3.75,4905,16.34,327.81,21.65,10.41,11795.4,245,10115.0941907134,12245.8409563304
891 1,6.3,3.99,3859,10.58,104.44,21.03,7.06,7101.9,157,0,12652.3549155259
891 10,9.8,3.99,8787,7.99,70.38,20.16,6.56,3757.1,119,1338.16031043034,17120.688904897
891 11,7,3.57,8425,7.17,18.88,15.91,6.11,2786.6,119,19.6397101730108,15549.7692484916
891 12,6.9,3.7,4021,2.61,2.56,21.03,6.85,5097.2,127,0,9217.60378940811
891 2,9.8,3.61,5302,0,0,16.75,7.18,4148.8,95,0,8845.73111017942
891 3,8,2.79,4721,0,0,18.39,8.87,6628.5,144,1475.81351346517,10057.3974793095
891 4,8,4.1,2972,7.71,83.12,21.03,7.2,4619.7,106,22.7100410953863,6017.77729868237
891 5,9.8,3.8,8087,6.58,109.75,14.92,5.35,2730.8,139,0,17873.7727795212
891 6,8.5,4.14,8194,8.84,103.38,20.01,6.13,4342.4,146,105.67730717238,17084.9396527043
891 7,6.3,3.72,8146,11.68,275.94,21.03,6.01,5914.2,162,0,22083.6417650586
891 8,15.1,3.96,7654,20.16,319.62,20.16,9.29,7071.9,143,2371.91530000512,10532.0828582683
891 9,8,4.23,6525,13.5,55.5,19.99,8.28,7750.9,180,2060.60867183961,12587.0119809446
892 1,9.8,5.44,7732,21.68,98.94,30.1,10.18,14197.5,276,0,20827.1124703377
892 10,8.1,4.43,6185,14.36,162,18.81,7.14,6333.2,147,4342.68836832792,15890.0602531806
892 11,10.7,5.7,7490,16.75,76.62,23.36,10.95,12381.8,206,0,19254.3230273508
892 12,12,5.38,8156,8.65,10.75,23.17,10.11,12597.7,237,805.915140789817,17792.9366276294
892 2,12,5.87,6802,16.64,152.25,24.97,10.05,12485.4,227,3376.01075041285,13887.849544393
892 3,10.7,5.11,5712,9,170.62,22.39,9.23,13063,238,1919.12976697121,19045.1030856859
892 4,10.3,5.84,10412,20.65,161.56,23.36,8.8,4542.8,97,0,13223.44543388
892 5,11.6,5.87,7186,19.48,295,23.36,10.21,13139.9,222,0,25392.2466513939
892 6,9.8,6,7917,17.35,262,21.93,8.09,10627.3,271,1664.22497497621,20262.7383514257
892 7,9.8,5.07,6704,9.2,159.12,22.39,7.44,10402,233,4005.73669186619,17739.42401341
892 8,11.6,5.69,7054,19.68,336.12,21.67,9.8,11915.6,227,0,21133.9697965663
892 9,9.4,5.54,8652,16.02,167.19,18.73,6.25,5691.9,144,0,18245.4480872018
893 1,9.4,5.76,6631,21.72,234.38,24.97,8.86,9698.4,217,1526.63023426023,17262.8846728945
893 10,11.7,4.78,5722,15.6,298,22.22,7.14,10056.7,249,6481.19423882099,16818.1309763479
893 11,10.6,5.35,5866,0,0,24.18,9.57,11778.6,232,5434.72661750292,12492.4881699381
893 12,11.7,4.43,6052,14.13,244.69,25.72,8.31,10977.9,232,4569.1784939444,16318.1876443776
893 2,10.3,6.54,8389,15.12,237.25,27.51,7.49,10362.3,272,0,24915.8130628815
893 3,12.9,5.75,6758,17.77,258,27.51,9.48,13744.9,266,4181.2682175233,17971.3508264633
893 4,8.2,4.66,8235,24.04,163.62,28.71,7.57,9166.4,230,0,21344.4661698027
893 5,10.3,5.67,8368,21,164.69,27.32,8.56,11150.1,244,0,24557.6517006849
893 6,9.2,5.56,6875,17.86,234.81,21.72,7.68,7744.3,233,0,21142.9872101509
893 7,10.1,4.28,7461,14.79,268.38,28.71,7.68,9172.6,234,0,24584.0419600392
893 8,10.1,4.45,7551,7.38,108.88,28.71,7.67,9255.2,219,0,24784.4621275516
893 9,10.6,6.44,8236,27.51,166,27.51,7.63,11347.9,265,0,26471.960209466
894 1,9.2,5.13,5846,10.61,264.75,18.66,7.13,10099.4,238,6573.13290545417,16683.0833971229
894 10,11.7,4.13,8232,19.27,274,19.76,6.55,6066,181,0,22656.9883068836
894 11,11.8,4.29,7699,14.7,275.31,25.42,6.05,5154.6,153,0,17867.2463688539
894 12,10.1,4.05,8689,14.53,236.5,20.87,7.14,8174.9,214,0,24999.5473922969
894 2,10.2,4.54,8778,11.76,48.62,24.03,5.88,4560.9,151,0,22453.3957316613
894 3,7.6,4.72,7673,13.74,94.19,16.54,5.39,5553.1,192,0,20545.6307897529
894 4,7.5,4.23,7755,15.17,189.38,15.17,5.3,5253.7,188,0,22590.0584277145
894 5,7.5,4.55,7633,15.04,269.62,16.54,6.3,7893.8,214,0,23991.9194056559
894 6,5.8,3.91,1931,0,0,18.99,5.93,2132.3,75,0,4584.18708051746
894 7,7.2,3.96,6444,4.87,8,11.9,4.55,2389.1,129,0,14109.9953754275
894 8,6.2,4.03,4403,8.68,72.25,15.17,5.17,3495.5,147,0,13169.4522117966
894 9,8.2,4.53,7844,22.07,147.69,24.03,5.35,6046.6,208,0,22699.9544116046
895 1,8.7,4.17,12726,10.05,35.31,18.22,8.22,4177,108,1315.6782157881,5931.71215195856
895 10,8.7,3.81,15383,0,0,16.98,6.96,1623.3,60,78.8287634797307,0
895 11,6.9,3.62,7053,17.6,61.38,21.5,6.58,6022.6,171,227.123749999329,17978.9745557351
895 12,12.2,4.08,7334,10.14,142.62,21.5,7.93,7130.6,164,48.3527470699046,19973.6188927455
895 2,6.5,3.96,8664,12.55,29,23.73,5.71,3900.3,142,0,21167.5885591476
895 3,7.9,5.13,7396,5.24,27.94,25.28,6.83,7610.9,195,701.26584000932,15561.7772299361
895 4,8.7,5.29,6094,9.77,0,26.5,9.33,8257,172,4676.63520220289,8389.69004773116
895 5,8.1,4.24,5645,17.16,187.88,21.5,7.83,6079.4,152,1335.74871599901,15387.3227764362
895 6,7.9,4.14,3177,0,0,26.5,10.43,12061.5,178,5605.43176414429,6577.6733876151
895 7,10.2,4.56,8715,10.85,112.38,17.4,6.09,6015.3,203,0,17769.9381399118
895 8,10.1,3.78,6185,16.78,185.69,21.5,7.37,6532.6,163,1146.15257319318,18948.5482308651
895 9,6.5,3.54,4394,13.9,317.25,23.73,8.24,6203,120,0,11582.9077763078
903 1,6.9,5.03,6812,15.85,352,15.85,7.27,5066,117,794.745298290509,20276.0359647275
903 10,6.9,4.92,6631,8.32,102.12,16.99,7.87,4494.8,112,783.060076474096,25170.3556344781
903 11,6.4,5.06,3866,13.65,250.75,15.39,7.16,7977.7,165,9136.65781987653,17186.1706826595
903 12,8.1,4.38,4207,10.86,104.25,17.02,7.87,6254.4,109,7716.56589792413,8799.17219116833
903 2,6.7,5.13,2949,17.02,276,17.02,8.38,7745.3,111,7293.06819276803,10262.9542709169
903 3,8,5.06,4490,8.79,211.06,15.85,7.7,8306.4,136,7682.52315293861,10034.8311747655
903 4,6.5,4.82,3375,14.88,27.06,17.02,7.95,7077.8,117,8902.21245146888,10746.2680142324
903 5,7.2,5.02,3966,14.33,300.19,15.72,7.28,9200.4,150,8851.54713567464,12264.829194396
903 6,11.3,5.1,6803,15.39,132.81,15.39,7.31,4036.4,94,0,20953.559543102
903 7,6.9,4.74,6886,12.17,3.62,15.89,6.84,3136.6,104,0,23876.5040544832
903 8,6.2,4.84,4190,11.3,45.31,15.39,6.89,7047.5,163,9295.37463776962,14134.484365245
903 9,9.5,5.21,7930,9.16,31.44,15.39,7.12,2506,64,0,17613.7983908243
904 1,8.5,5.01,5573,4.230000000000002,81.81,15.22,6.44,4141.2,120,0,19462.2071418784
904 10,6.5,3.84,6431,7.48,39.62,25.01,8.42,5222.9,147,988.246110206412,21733.4145595976
904 11,6.5,3.94,4781,14.37,266.56,16.91,7.99,8892.3,177,9010.63627291395,12536.9301103584
904 12,36.1,6.32,4416,13.7,286,16.5,9.78,11223,222,12398.2209282537,11745.524711477
904 2,6.3,3.85,7718,3.01,18.12,18.25,6.19,3284.2,121,376.781359276152,25052.6584708296
904 3,6.1,4.12,4386,13.7,372.44,16.5,9.25,9688.5,198,11517.0820543642,13005.484065507
904 4,6.5,3.82,6406,12.62,94.19,14.46,6.74,6487.7,168,2863.55680021131,20026.7111694859
904 5,5.8,3.66,4403,18.79,383.25,25.01,10.33,14353.6,272,14775.7768617956,15244.5872674917
904 6,6.6,4.76,4924,11.47,75.12,16.91,7.8,6497.9,148,5084.06838618281,14089.9685744507
904 7,8.5,3.93,6785,14.97,124.81,18.25,7.25,4505.6,120,365.776773149177,18177.0033131874
904 8,8.8,4.77,6051,11.59,145.75,16.13,7.03,4993.3,138,1386.11544760258,16502.3175553302
904 9,8.8,5,6119,8.29,94,21.91,8,6184.3,179,1607.84069751533,24252.9639888521
905 1,8.5,4.64,3084,10.13,344.88,15.26,8.97,15944.5,235,26673.0190529108,2885.39120842109
905 10,5.6,2.84,2294,19.06,330.25,24.8,13.44,16817.6,267,14195.5927424429,5862.49075142906
905 11,5.7,3.23,3893,16.47,237.5,25.01,11.93,20733.9,350,20994.6928191746,12769.0921582005
905 12,6.5,3.89,4036,17.29,184.81,19.79,8.49,8118.6,200,7351.96539642567,14566.4453419403
905 2,6.4,3.16,1647,14.43,238.88,19.24,11.65,15518.1,268,22609.0603599633,4650.45364080433
905 3,6.7,4.58,1980,11.25,135.56,18.98,8.61,11264.6,180,22069.7267464222,3805.07315155269
