title,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2
311 10,9,4.38,8519,17.96,201.62,20.55,7.2,3270.4,102,0,16452.8297367159
311 11,8.2,3.56,8975,7.6,60.31,16.16,6.49,4257.6,160,0,21414.2870097472
311 12,9.3,4.28,7523,8.380000000000004,82.69,21.26,7.67,6817.6,143,1453.85571412979,19043.5307599389
311 2,8.2,3.9,8488,13.36,296.88,24.77,6.55,4865.9,183,0,22860.4868379072
311 3,8.5,4.53,6349,17.19,262.5,24.77,9.96,7723.6,152,0,14461.8139288859
311 4,14.7,4.4,9122,20.55,7,20.55,9.49,5720.4,123,0,20410.2109962204
311 5,9.8,6.8,1202,18.69,274,25.16,13.16,14786.2,201,0,501.888273012213
311 6,9.3,5.93,1564,20.8,396.5,25.16,12.69,15361.3,177,4641.71125089661,3948.682281013
311 7,8,6.11,5370,17.56,93.69,25.16,12.98,12907.8,175,532.823974037543,3927.84609339341
311 8,9.3,5.7,6000,17.78,397.38,25.16,12.39,11468.2,143,4438.3073020958,7764.74346620138
311 9,5.1,2.79,829,15.94,235.38,25.16,13.32,14210.1,178,40.2287117191299,1030.97719862842
312 1,8.7,5.34,6919,10.81,26.81,23.43,10.46,6179.9,106,0.150604195783671,13704.8317440877
312 10,9.7,4.77,8977,7.34,48.62,19.67,8.2,5545.3,122,0,21158.9223107807
312 11,66.9,4.53,7128,15.19,74.44,28.31,9.35,4985.8,112,1742.71121885475,15010.1488674568
312 12,11.8,4.4,7369,17.63,180.88,22.39,7.75,5544,149,65.0586973710451,25056.860783993
312 2,66.9,5.46,5161,21,150.44,28.31,13.05,8753.7,109,6338.16724752598,4110.47443977706
312 3,11,4.55,7840,8.04,92.81,16.92,8.53,6380.4,134,0,21788.2343485468
312 4,6.5,4.24,10840,22.41,152.38,23.43,12.69,5088,70,0,6116.85948903897
312 5,9.7,4.73,8497,21.1,130.38,21.1,8.56,8537.5,179,0,23612.9576364414
312 6,11.8,4.5,7360,16.4,274.81,17.63,7.96,8034.7,172,0,24957.6795374717
312 7,10.4,5.43,9668,12.08,0.69,16.97,8.65,3869.5,77,0,9097.51092915697
312 8,10.4,5.86,8266,12.57,162.31,16.97,8.03,5445.4,117,0,17775.5380691924
312 9,10.4,5.7,8365,12.28,156.12,17.15,7.85,4771.5,114,0,14664.3479274466
325 12,8.6,4.9,603,23.32,387.5,26.42,14.56,25121.3,446,21857.5489375205,0
325 2,16.1,9.7,9,21.77,400,25.36,14.37,29370.7,399,27120.7657752819,0
325 4,8.6,4.9,600,0,0,26.99,12.28,22436.6,294,19892.2334134226,0
325 7,5.8,4.17,2288,28.87,400,32.87,16.39,23502.4,251,23005.4608843019,0
326 1,0.3,0.3,36,28.59,385.44,30.55,16.73,19632.1,268,30706.7317945401,0
326 10,4.8,3.21,1049,15.06,400,33.39,9.32,22932.8,457,19654.4842954137,0
326 11,6.2,3.7,159,28.52,120.88,33.39,15.03,14786.6,256,26600.7055720227,0
326 12,5.8,3.7,3262,16.69,318.44,19.33,10.97,17977,226,21327.511094754,0
326 2,8.1,3.69,1626,15.67,388.75,19.61,11.57,17343.4,229,18848.6611136126,0
326 3,16.5,4.9,16864,0,0,17.56,10.32,3008.7,40,408.000345855944,0
326 4,5.8,5.15,1125,16.64,400,30.55,14.4,26274.9,325,29047.74067011,0
326 7,6.2,3.7,159,6.4,2.81,25.44,10.9,13134.7,266,14962.5397289355,0
327 11,9.4,3.99,1856,17.69,365.88,19.08,9.98,15504.8,231,8681.27484580324,0
327 12,9.7,4.4,9203,0,0,22.55,11.77,6578.9,108,7961.96740911458,0
327 3,6.3,3.2,207,17.07,400,20.71,9.4,30629.8,556,28934.2165331896,0
327 5,9.5,3.7,5632,15.07,365.69,15.86,8.54,18792.2,246,16829.7481977642,0
327 7,9.6,3.86,8521,0,0,15.68,7.19,10691.4,203,9920.75883727481,0
327 9,7.9,5.23,128,11.98,80.44,20.71,9.17,24016,497,23824.0288997328,0
328 12,8.1,8.1,4776,15.71,363.38,15.87,10.2,15996,286,11388.1095440036,0
328 6,4.2,4.2,3,14.94,174.94,19.89,9.87,16393.6,263,6816.74988426813,0
328 7,2.4,1.95,88,0,0,16.63,7.35,8174.7,190,2449.43539994464,0
328 8,6.2,6.2,120,0,0,17.06,8.49,21145.4,452,25125.1687702826,0
329 1,10.9,4.92,6531,0,0,19.67,9.43,4620.3,99,2228.03756294172,7080.66928121631
329 11,10.5,4.59,5921,19.21,400,19.67,9.98,7686.5,142,4513.3544780584,6340.78530882723
329 12,8.3,4.21,2939,4.25,13.06,27.38,9.18,20081.7,414,21284.7710018419,5139.89325731373
329 3,8.5,4.4,2289,6.13,9.12,16.14,8.31,16643.4,321,14850.0322063811,4576.28339399276
329 4,10,5,3324,0,0,27.35,12.1,15814.6,209,15604.6132244502,1294.48043579325
329 6,10,4,4250,13.87,114.06,23.63,9.51,11625.6,181,16497.9052267261,8270.06109524851
329 7,6.7,3.96,4084,16.13,262.62,19.97,8.86,8460.1,136,8399.83066359186,10792.2192809917
329 8,8.1,4.06,308,17,299.88,27.55,12.47,31170.9,508,29962.1938595001,616.878963689927
329 9,8.1,5.75,272,15.24,355.88,16.14,8.72,19739.7,367,18428.0016248739,90.9788820823014
330 1,13.4,4.93,12309,16.31,400,17.13,9.07,12953.6,205,10770.670671053,5747.65694591134
330 10,8.7,4.72,7145,14.32,48.5,15.93,5.84,2591.1,102,877.380007770844,14906.0483798667
330 11,14,7.16,5604,11.77,178.88,17.6,6.97,9718,222,16880.1118444618,0
330 12,6.8,4.3,2712,22.62,338.06,31.77,8.96,16173.9,270,24676.2988323056,7271.31506675349
330 2,13.4,4.95,5544,23.4,400,31.24,10.87,18176.8,251,22777.6225738652,1555.24595107523
330 3,14,13.7,12890,7.43,137.69,31.77,11.69,12725.6,182,11801.104221496,0
330 4,6.8,4.62,1219,18.79,36.62,24.82,8.25,10474.1,137,17476.6907166487,3272.65945121909
330 5,13.8,4.36,3374,0,0,16.58,5.82,2003.1,60,0,5506.24169922029
330 6,14,13.7,539,18.49,230.88,31.77,10.85,23546.6,286,33132.4024715971,0
330 8,7.8,4.77,3290,15.35,144.56,24.82,10.37,13875,189,19742.606629182,5009.12163384311
330 9,14,7.26,14325,3.59,10.44,13.95,5.87,3540.5,123,1535.87391571772,0
331 1,8,5.04,4830,10.85,153.62,28.1,8.94,9657.8,178,18183.7279962647,8694.43990455733
331 10,7.7,4.46,3936,18.46,64.5,20.45,10.26,9718,148,5102.09939991767,8416.03704944064
331 11,7.8,5.1,6928,0,0,24.57,11.46,4302,88,1117.39922790485,2084.85293777562
331 12,7.1,4.32,1563,12.29,137.69,25.11,12.4,10644.8,157,6795.84566238383,3482.14066169572
331 2,7.3,4.28,2571,20.29,387.5,20.29,11.67,13435.6,194,7983.45954643618,7619.75773808871
331 3,11.4,5.52,3844,0,0,21.2,10.13,8092.2,144,3166.60983590991,11895.4329893876
331 4,7.3,4.67,5056,13.47,78.19,21.2,9.59,7868.3,152,1407.63419141067,16109.0785255706
331 5,14,5.5,2753,14.29,308.31,28.1,8.07,15451.3,273,27223.4786835402,1533.17924206474
331 6,8,4.62,8171,17.1,229.81,28.1,8.82,5769,125,4675.33467227891,19436.9421796224
331 7,11.7,5.48,2952,12.88,153.88,18.77,7.89,10193.8,189,23068.6406584688,405.026436766013
331 8,6.8,3.83,7092,12.91,226.62,24.57,6.92,4301.6,146,1404.14576211002,21464.0343162758
331 9,13.8,4.42,5430,7.58,21.94,14.9,5.65,2913.1,100,194.709628716344,11930.1034728414
332 1,10.1,5.1,3378,16.88,309.5,20.14,10.25,8828.3,152,3750.96924799669,9425.06786899685
332 10,8.7,5.48,12125,11.05,116.81,19.29,8.38,3450.5,83,0,6876.21865683369
332 11,7.6,4.65,6838,12.06,199.12,20.14,8.12,7265.8,169,3452.81701994134,17515.0858728941
332 12,9.3,6,11911,14.35,5.81,19.29,7.63,3397.6,92,0,7896.44813291672
332 2,9.1,5.87,854,0,0,20.14,11.56,6775,108,2254.14905573966,1535.36847145143
332 3,8.7,5.65,12310,14.02,143.56,19.29,8.13,4523,110,0,9145.99239020458
332 4,8.5,5.09,5369,7.26,38.81,19.97,8.29,5557.3,128,1683.49807449347,5399.17880852147
332 5,8.2,5.25,13014,15.88,99.62,16.74,5.41,1927.5,75,0,14089.8300693306
332 6,9.3,5.56,10513,10.99,30.75,19.29,10.12,5415.1,107,1362.718634499,4474.27591290194
332 7,8.7,5.37,11949,16.88,313.56,16.88,6.44,2303.7,86,0,13794.1085959529
332 8,8.4,5.74,11983,7.74,59.38,22.01,6.43,4188.8,122,978.292171576642,14137.3827833383
332 9,9,5.55,9269,3.22,0.56,14.08,5.35,2244.9,77,0,8906.3824106838
333 1,6.6,4.55,1154,14.03,0,22.19,12.74,16370.9,210,14080.9310712045,4967.13012847697
333 10,7.6,3.82,1146,6.66,172.62,20.63,10.4,8680.7,169,4646.09422776173,0
333 11,6.6,4.71,1255,18.63,63.75,22.19,12.43,13023,170,13654.3128690214,3421.40839470895
333 12,12.6,5.18,4475,0,0,19.97,7.09,2065.2,65,0,3769.91114991465
333 2,0,0,1,19.35,271.62,20.83,11.56,15725.3,212,15665.5718986811,0
333 3,7.6,3.53,6326,0,0,18.21,5.61,1858.1,79,0,0
333 4,7.9,4.46,6382,16.15,203.38,18.65,8.31,8054.5,188,2931.24414116098,21307.3915725843
333 5,6.9,4.19,3206,18.51,9.88,24.64,9.4,5750.4,114,0,11032.044136946
333 6,6.4,4.25,956,17.03,49.19,20.83,10.49,10007.9,175,7003.79583272818,2155.32033532485
333 7,7.7,4.6,10337,14.44,178.5,19.13,6.84,6148.1,168,0,22130.869265241
333 8,7.2,4.03,6802,9.54,105.88,19.31,7.8,8666.3,209,0,24789.2269128195
333 9,7.1,4.54,7278,19.97,122.94,19.97,7.49,5117.8,138,0,19109.5728315559
334 1,14.5,9.05,843,12.13,19.19,25.02,13.73,9176.5,98,5197.28823004523,0
334 10,8.3,5.85,57,18.34,170.12,23.85,13.15,15948.8,201,18319.3920585008,0
334 11,14.5,5.14,2875,20.57,53.31,25.02,13.26,11213.1,134,7707.86896421925,0
334 12,9.1,4.44,6287,11.16,85.25,23.31,12.22,8059.6,141,7382.53339608232,18255.1920766013
334 2,0,0,6,16.4,295.62,25.02,13.9,17161.3,188,17175.7763243229,0
334 3,7.4,6.14,210,9.51,74.5,21.91,11.96,6470.8,98,4623.52761281451,240.321085736301
334 4,14.5,4.57,3528,16.08,187.25,25.02,14.58,12497.4,160,5092.39080906091,1873.05353086157
334 5,8.3,4.43,2079,16.65,281.69,23.85,14.33,21584.8,247,22900.6216720522,0
334 7,10.3,5.54,1868,20.06,354.69,22.11,11.96,10560.3,147,11473.8189122474,3596.8207871035
334 8,7.4,3.85,1598,0,0,21.91,11.93,6978.8,91,2658.6515022745,378.05532660344
334 9,8.3,4.3,3787,22.21,286.44,23.31,13.37,9113.8,131,4499.73669229343,13647.4748385328
335 1,12.6,5.58,10063,5.28,27.44,15.57,6.79,1469.1,43,0,13270.9763159506
335 10,12.5,6.65,6528,0,0,14.58,8.48,2260.2,54,636.945799287059,5847.90078080146
335 2,9,4.9,8353,9,102.06,17.06,6.82,3342.8,84,0,20842.2019413049
335 3,9.7,5.64,7683,0,0,24.27,8.63,3186.7,55,0,6514.87285962795
335 4,12.6,6.02,9392,14.89,145.62,15.57,8.34,1831.8,36,0,10749.7994779545
335 5,7.4,4.01,8343,11.77,100.69,15.91,5.73,2959.3,115,144.440940946864,23416.0159450472
335 6,12.6,5.87,12199,10.65,0.25,12.5,6.43,1200.9,44,0,10361.8832760339
335 7,9.3,5.38,9885,0,0,18.46,6.95,1634.2,47,0,17288.4695278107
335 8,8,4.96,8027,12.58,337.19,19.22,7.47,3303.8,78,0,11013.8001010986
335 9,7.5,5.29,9549,8.48,11.38,17.61,8.68,1784.7,41,0,19728.2527352768
336 1,6.4,4.26,2266,0,0,20.94,11.77,6826.4,94,0,0
336 11,7,3.68,4862,0,0,22.7,8.81,2544.1,64,0,0
336 12,9.3,4.51,1022,0,0,21.02,10.59,2773.5,57,0,0
336 2,13.6,4.66,4369,0,0,21.68,11.6,4302.2,98,0,0
336 3,13,3.94,3183,0,0,20.15,7.75,1702.6,52,0,0
336 4,9.3,3.82,957,12.91,168.94,21.68,10.13,2905.1,63,0,0
336 5,9.3,3.9,1076,0,0,21.45,9.87,2801.7,66,0,0
336 6,6.7,4.6,8465,14.56,275.88,18.41,9.6,6556.7,104,2558.60804600426,4347.73751544735
336 7,6.4,4.49,5733,12.49,119.88,16.06,10.53,7300.2,106,1615.89398549497,1432.70747243681
336 8,9.7,5.68,4994,0,0,24.27,9.41,5340.3,78,311.922713155102,3721.2965993609
336 9,13.6,6.23,2437,15.71,137.19,21.8,12.4,5264.5,91,0,0
337 1,9.1,4.4,2856,14.65,343.88,18.27,10.99,14589.5,162,13205.9183178543,0
337 10,13.6,6.1,2267,16.6,156.5,21.8,12.67,5747.3,86,0,0
337 11,12.7,4.48,12520,20.37,130.62,22.85,12.01,4640.9,73,343.511527143943,0
337 12,9.8,5.09,10647,0,0,22.85,8.72,2624.6,68,0,0
337 2,9.5,6.35,8880,19.77,330.44,19.77,12.3,15105.6,162,15742.0951894721,0
337 3,7.9,4.6,3346,6.98,33.94,21.68,9.23,2630.5,64,0,0
337 5,11.2,5.26,7991,0,0,17.69,8.95,6369.9,99,4368.45165789229,0
337 7,7.1,3.33,137,3.72,1.06,10.6,4.31,2093.1,70,3287.32629556919,0
337 8,11.2,5.82,3968,0,0,20.07,9.51,2427.9,47,0,0
337 9,11.2,7.69,10131,9.25,77.56,10.67,6.62,2253.6,64,0,0
338 1,13.3,6.4,3882,0,0,7.93,3.9,1287.5,47,2615.04260659101,0
338 10,16.9,7.98,7544,0,0,11.22,8.12,351.7,11,0,0
338 11,16.9,5.78,8094,13.69,1.44,14.31,11.08,1996.1,21,0,0
338 12,14.6,7.39,7056,8.51,28.19,10,6.82,594,15,0,0
338 2,12.7,5.83,12018,0,0,15.77,9.75,3159.6,56,0,0
338 3,7.3,5.02,12519,0,0,13.44,8.45,1022,21,0,251.689694353845
338 4,16.5,5.77,3726,11.97,26.19,11.97,9.7,2110.8,37,0,0
338 5,12.7,6.17,5973,0,0,8.2,4.67,143.7,7,0,0
338 6,11.6,5.83,1441,5.38,177.69,10.54,4.38,2071.8,64,2627.45113700139,0
338 7,42.4,11.45,4261,4.85,67.56,20.07,9.2,2006.9,49,0,0
338 8,16.9,7.93,6586,0,0,14.31,11.39,623.8,9,0,0
338 9,16.5,4.9,8892,0,0,12.84,9.3,1969.4,37,0,0
339 1,13.5,4.95,10269,0,0,14.7,7.86,2244.4,72,4392.84488201211,0
339 10,7.3,4.62,9507,0,0,13.44,8.14,902.4,19,0,0
339 11,9.5,6.75,11280,0,0,13.85,9.36,2537.8,63,0,0
339 12,7.8,7.46,6786,10.68,10.75,13.24,8.52,2303.7,54,348.735830351754,0
339 2,12.9,5.59,12517,0,0,13.44,7.52,1108.4,26,0,0
339 3,7.6,5.45,11539,0,0,17.74,9.14,1013.4,26,0,0
339 4,12.3,5,11064,0,0,9.62,7.18,276,9,0,0
339 5,7.8,6.05,26310,0,0,17.13,8.07,1267.6,39,284.942341144662,0
339 6,12.8,5.59,6165,13.99,61.44,22.38,10.23,5824.6,118,0,1270.74764953471
339 7,12.3,4.82,13479,0,0,12.84,8.38,871.2,30,0,0
339 8,13.5,4.22,8478,3.52,0.5,13.95,8.04,3285.8,77,381.671175771975,0
339 9,7.8,5.25,31384,0,0,12.74,7.39,1322.7,32,661.994500331581,0
340 1,7.8,5.86,12840,0,0,12.74,6.71,2292.1,77,1032.03875161654,0
340 10,12.3,6.33,9250,5.16,33.69,22.55,8.76,9483.3,186,1589.33699819817,0
340 11,8.8,4.11,1725,0,0,16.39,6.71,4339.7,90,4388.39360258829,0
340 12,7.1,3.72,4154,0,0,13.7,8.19,1301.3,31,425.88557385141,0
340 2,12.3,5.87,14373,0,0,22.55,7.26,4422.8,96,4387.05215758586,0
340 3,4.7,3,1798,0,0,11.32,8.85,1939.1,32,1933.61355315617,0
340 4,6.2,4.74,5976,0,0,12.85,8.2,2577.5,55,881.471332813846,0
340 5,8.8,4.75,12292,13.7,277.94,19.21,8.1,2133.5,42,1052.34434259014,0
340 6,7.7,5.29,1439,0,0,16.39,7.52,2572.9,58,1374.69608466745,0
340 7,8.8,5.04,8032,7.68,18.31,16.56,7.82,5506.8,88,3843.00933459595,0
340 8,7.8,5.22,6652,10.4,4.38,22.55,8.84,5286.4,131,1060.70935534152,0
340 9,12.3,6.26,14488,4.230000000000002,18.62,7.47,4.82,1210.8,72,0,0
341 1,8.8,5.51,12060,0,0,10.57,7.81,1254.5,26,285.977756466746,0
341 10,8.6,5.9,557,0,0,9.88,4.69,1095.9,32,0,0
341 11,15.9,4.4,6457,7.84,46.19,17.29,8.22,4318,76,1612.97483736236,2423.61291803152
341 12,8.2,4.99,205,0,0,14.28,8.74,1965.7,38,1445.9036463644,262.796897817712
341 2,15.9,9.65,12114,5.56,109.62,13.25,5.89,1147.4,33,990.689550505136,0
341 3,8.8,5.21,19544,8.37,25,16.56,7.35,5201.9,83,3199.96119421298,0
341 4,12.3,5.69,5494,4.88,58.12,11.69,5.56,4273.4,116,1820.95108702393,0
341 5,15.9,6.55,6725,7.47,27.62,8.58,4.86,1250.8,71,0,0
341 6,8.8,5.9,15606,0,0,14.54,9.03,1660.5,46,619.340378445573,0
341 7,8.2,4.97,1138,0,0,14.4,8.99,3036,62,2758.59041754552,731.420649719257
341 8,15.9,4.71,11480,4.91,3.38,15.37,8.43,5396.9,97,2935.32846597143,5330.18468919311
341 9,8.3,5.22,6541,12.07,11.19,17.78,9.48,5981.6,99,1983.89536189965,1147.61769659627
342 1,10.4,4.9,6094,6.83,11.25,16.31,6.98,3564.2,106,0,10123.0476115466
342 10,9.2,4.88,7636,0,0,16.8,7.43,2633.8,68,0,713.298674819307
342 11,7,5.13,14639,4.3,12.12,8.82,5.04,511,51,0,9130.7694503889
342 12,7.4,4.01,8931,15.06,173.31,16.76,8.04,4709.5,101,0,14425.664405651
342 2,9.5,4.9,11405,0,0,15.11,7.32,2520.7,86,0,1570.39893899064
342 3,9.5,4.71,11791,9.48,0,15.11,7.18,3064.2,108,0,8735.43384330077
342 4,9,4.5,9461,5.67,96.88,19.92,10.23,2282,56,0,17624.9856183796
342 5,10.4,5.76,7603,4.73,56.94,19.07,8.69,5784.6,109,0,6945.54097680006
342 6,9.5,4.36,7527,15.11,322.38,15.11,7.07,3079.9,102,0,9022.99275881593
342 7,6.5,3.9,9372,5.76,30.88,19.34,7.77,2925.1,83,0,20064.0778249271
342 8,10.4,5.56,8170,0,0,19.07,7.55,2539.4,77,0,11243.470254925
342 9,8.8,4,8774,5.91,44.88,16.76,7.09,3497.8,100,0,20558.4847092738
343 1,11.6,4.42,6243,9.6,8.5,17.97,8.65,6435.9,123,1044.81519550338,4551.83021398108
343 10,8.5,5.26,11630,10.51,108,26.06,7.03,2454.9,77,147.50684242195,16245.4594712723
343 11,13.4,4.88,9944,8.27,3.44,21.03,8.74,5135.7,126,0,13376.4348388983
343 12,9.8,6.02,7740,17.6,273.81,20.13,11.22,8435,130,0,6467.21410273116
343 2,13.4,4.56,9766,21.03,138.19,21.03,9.53,4618.4,97,0,14828.7710763282
343 3,8.7,5.55,8107,17.87,265.19,30.66,10.93,6880.4,120,3569.91923199757,10624.1292181208
343 4,8.5,5.37,8196,13.53,173.12,23.78,10.79,4519.8,69,0,10790.5452918727
343 5,9.4,3.89,6894,0,0,19.34,8.81,6249.2,107,0,6148.22151298686
343 6,8.7,4.8,7428,18.69,231,30.66,11.18,7021.3,111,3770.20225611673,6979.73081618404
343 7,9.4,4.78,6818,14.21,264.62,17.97,8.95,6980.8,112,688.551708594488,6830.4784093332
343 8,11.6,5.17,5484,17.97,237.56,18.69,10.12,7596.8,121,3139.36378827391,4238.14871414818
343 9,8.2,4.07,6328,8.74,20.25,16.58,8.83,6784.8,115,0,7195.25146793803
344 1,6.5,4.06,3040,0,0,22.12,10.61,6318,104,0,7618.67043832858
344 10,14.9,6.06,5535,16.71,208.25,23.57,10.86,7967.8,111,0,4735.15487583386
344 11,14.9,5.93,5707,0,0,23.78,11.45,5061,88,0,1941.82262546491
344 12,8.3,4.12,6744,11.69,58.19,23.57,10.1,5483.3,109,0,7165.08184630027
344 2,6.3,4.11,1646,0,0,22.12,11.64,8295.2,115,0,4033.57733281794
344 3,7.2,4.14,7499,7.6,37.94,21.71,8.11,5002.5,115,0,17589.3544474313
344 4,22.8,7.4,7961,0,0,23.57,11.33,3781.5,53,0,2596.60551533912
344 5,13.2,5.67,8308,0,0,23.78,10.81,2674.8,45,0,6034.71791796789
344 6,22.8,7.73,14161,0,0,22.5,14.52,1985.3,30,0,1044.27836037206
344 7,7.3,5.57,8872,16.3,175.06,22.78,11.6,5181.6,75,1277.29710034998,6967.27580614838
344 8,6.6,4.07,3552,0,0,17.98,7.94,7882.4,118,3449.34910823841,10957.0926594719
344 9,14.9,4.75,6793,0,0,23,10.17,5307.1,107,0,8804.93261645739
345 10,5.8,4.04,321,0,0,22.12,11.98,10600,118,3628.98561243247,2001.99520812073
345 4,8.3,3.67,2116,18.47,231.12,20.56,10.25,13494.1,199,2406.0718541074,6290.13643701623
345 7,6,4.48,893,15.05,59.44,22.12,12.69,8558.7,106,0,1498.47505385853
345 9,3,2.55,131,17.87,143.81,22.12,13.64,10057.1,107,2216.17268817499,0
357 1,14.7,8.64,218,0,0,22.68,14.5,10407.9,113,2659.98350028569,0
357 10,5.8,4.19,10712,0,0,28.87,16.71,8092.9,92,5314.41625365835,0
357 12,6.6,4.65,177,4.7,10.06,24.79,14.14,8148.3,95,0,0
357 3,14.7,4.8,830,9.97,241.06,18.36,9.36,10158.8,148,7861.52562743855,1211.46083577433
357 4,14.7,4.46,804,14.4,200.31,27.16,12.34,12731.1,163,7106.56643573572,4108.78290025823
357 5,9.9,4.74,5214,15.68,98.88,28.25,16.36,13819.5,150,5241.55029668729,0
357 8,9.9,5.6,637,13.47,56,24.79,14.22,8827.2,95,501.305177295872,0
357 9,14.7,5.94,282,17.89,349.25,29.69,15.22,16055.2,170,9100.33735992036,895.384936648014
358 1,2.3,0.87,269,19.52,337.69,23.56,12.27,28721.8,472,35901.5057019532,1337.82532416503
358 12,6.1,4.4,197,28.96,400,28.96,17.4,33376.7,313,32060.1012896436,669.624126327108
358 2,6.2,4.03,580,0,0,26.74,15.76,12358.8,144,4432.74896451856,1814.50316404187
358 4,6.4,4.12,2152,22.95,400,28.96,13.56,28201.1,408,30281.1677173889,5672.80400952228
358 5,5.4,2.98,193,20.86,400,28.89,11.68,17996.6,296,24814.2915116731,1354.84980877265
358 6,3.9,1.67,622,13.78,51.75,23.3,9.59,17871.3,300,29517.6404903228,3207.13343628976
358 7,3.6,2.43,1072,22.12,71.69,25.01,15.87,14079.6,133,6251.05666427762,41.7917447337531
358 8,6.2,3.51,930,0,0,27.72,14.64,11732.2,136,8331.02870120715,3840.35007159715
358 9,3.9,1.7,653,18.98,400,22.84,14.15,32697.5,519,34389.2141841688,2635.58067267707
359 6,6.6,4.43,1031,12.84,91.62,29.78,12.91,25176.8,402,34568.708697025,3001.21562189491
359 8,6.6,4.3,746,19.15,326.12,22.84,14.32,32244.5,455,35104.7379842748,2034.62450319303
360 1,0.4,0.4,15,17.6,387.62,26.4,14.76,36284.6,823,36315.0254248157,0
360 2,9.4,5.45,477,13.58,400,18.81,9.37,16788.5,259,12779.0297735093,0
360 3,9.4,6.8,3072,7.34,0.62,18.81,8.99,9747.4,161,7286.2419749558,0
360 6,0.4,0.4,15,16.25,400,19.11,11.77,27779.3,475,24144.2476897471,0
360 9,16.9,7.19,4894,15.07,397.06,20.33,10.08,16105.8,267,12492.7596135696,174.76102387975
361 1,9.4,5.93,619,15.58,398.69,20.95,10.53,21485.5,298,22995.6459133629,40.2976568729209
361 10,10.9,4.86,6453,0,0,13.25,6.47,4544.2,118,2345.00968020371,0
361 11,7.7,3.61,1091,17.11,398.44,27.01,13.93,17847.7,226,14138.1699071082,2571.65273800107
361 12,6,3.12,1542,11.35,223.44,17.39,7.04,14901.6,233,12548.4376116701,0
361 2,4,2.82,424,0,0,24.47,11.42,9304.4,123,7353.47606883005,0
361 3,6.3,4.05,1054,0,0,22.57,11.55,12915,152,3869.48620795453,2404.8865543736
361 4,7.8,4.54,606,5.05,212.75,17.39,6.59,15020.8,211,20093.3295874534,0
361 5,6.2,3.54,1109,17.8,267.5,21.59,12.59,23522.8,319,25736.9252652283,2571.65273800107
361 6,10.9,5.38,3469,13.25,123.25,17.39,7.36,8081.8,160,3772.13090262632,73.8463005213998
361 7,9.4,4.54,4717,14.74,215.56,20.95,8.45,12165.5,175,17946.3145443743,0
361 8,6,3.27,1867,5.02,36.38,22.04,9.29,10436.7,126,6384.66434583206,0
361 9,7.8,4.32,1483,15.09,197.69,17.39,8.28,16523.8,259,16454.2516121396,0
362 1,10.9,4.44,8024,0,0,16.84,6.7,6535.4,130,3783.07284347015,1193.61648711537
362 10,11.5,5.14,13395,11.02,44.5,11.02,5.31,1690.9,60,74.4640803659568,0
362 11,11,4.17,6745,0,0,11.83,5.25,2817.9,92,91.8591199318762,0
362 12,6.8,3.63,6206,6.68,0.88,19.67,9.08,7810.5,163,4251.81899709298,318.586608417216
362 2,10.2,5.44,7778,3.69,12.81,14.07,6.02,3635.2,103,1099.51671194452,0
362 3,11.7,5.96,16533,5.96,67.44,9.63,5.73,2717,120,595.765872094649,0
362 4,10.3,5.57,8332,5.91,39.38,14.28,7.13,9976.9,161,5914.08556437762,1802.12754016322
362 5,9.7,4.19,8824,12.03,8.31,14.88,8.36,9322.6,136,3734.5180150884,2915.91649112612
362 6,10.4,5.65,11398,0,0,9.11,5.9,2528.6,81,1246.86433362444,0
362 7,10.4,6.81,12003,0,0,9.02,5.86,4573.8,122,3658.91901349882,0
362 8,6.3,4.92,2887,0,0,19.58,7.5,9503.4,177,3328.05142537755,4488.37103677899
362 9,10.4,6.59,10551,0,0,9.02,5.68,3030.2,98,2235.45944208169,0
363 1,11,5.89,9730,4.34,0.19,14.76,6.95,4246,77,2030.16151260043,0
363 10,6,3.86,3570,13.6,181.56,17.66,9.19,14924.2,221,18243.8958729076,11005.7064919588
363 11,7.4,4.26,1880,0,0,14.98,6.63,6753.1,119,3371.85917944472,0
363 12,9.1,5.05,2903,15.9,32.56,18.53,8.46,11624.9,190,21644.3603221001,8530.87543555467
363 2,9.1,6.6,4404,12.89,398.81,18.71,11.16,23541.4,285,26172.4106770585,0
363 3,5.8,4.75,940,15.7,357.81,18.71,10.39,23431.7,316,30951.4900407125,4048.76547593359
363 4,11.7,5.51,6205,11.76,109.06,15.38,7.72,9754.2,147,20249.4012645632,1677.89420088243
363 5,6,3.6,1301,15.12,400,19.04,11.25,22106.8,293,26599.6773168236,4277.37541243668
363 6,11.7,6.07,9469,12.73,279,13.56,7.2,6584.7,113,16557.4599716382,0
363 7,2.1,2.1,25,15.28,400,19.04,11.55,27227.1,319,27429.9701352566,0
363 8,11.7,6.84,11121,13.84,354.12,15.79,7.09,6857.7,131,16715.9687143934,0
363 9,8.2,5.51,4590,13.64,342.88,15.9,7.96,8410.5,138,16489.0249457624,11432.9825681034
364 10,6.3,3.71,1911,0,0,19.85,11.36,3508.5,61,2737.03071050381,5137.23386950756
364 11,5.4,3.68,2024,0,0,19.48,9.27,3921.5,69,622.208996445755,6165.37427727219
